"Park","yr","spp","nobs","ndetects","propdetect"
"ORPI",2018,"URCI",336,29,0.09
"ORPI",2018,"VUMA",336,8,0.02
"ORPI",2020,"ANAMSO",340,2,0.01
"ORPI",2020,"BAAS",340,0,0
"ORPI",2020,"CALA",340,37,0.11
"ORPI",2020,"DIDE",340,0,0
"ORPI",2020,"EQAS",340,0,0
"ORPI",2020,"LEAL",340,6,0.02
"ORPI",2020,"LECA",340,105,0.31
"ORPI",2020,"LYRU",340,12,0.04
"ORPI",2020,"MEMA",340,0,0
"ORPI",2020,"ODHE",340,27,0.08
"ORPI",2020,"ODVI",340,1,0
"ORPI",2020,"OVCA",340,0,0
"ORPI",2020,"PETA",340,6,0.02
"ORPI",2020,"PUCO",340,0,0
"ORPI",2020,"SPGR",340,0,0
"ORPI",2020,"SYAU",340,25,0.07
"ORPI",2020,"TATA",340,3,0.01
"ORPI",2020,"UNCA",340,4,0.01
"ORPI",2020,"UNFO",340,6,0.02
"ORPI",2020,"UNLE",340,69,0.2
"ORPI",2020,"UNOD",340,0,0
"ORPI",2020,"UNSK",340,0,0
"ORPI",2020,"URCI",340,22,0.06
"ORPI",2020,"VUMA",340,6,0.02
"ORPI",2021,"ANAMSO",328,3,0.01
"ORPI",2021,"BAAS",328,0,0
"ORPI",2021,"CALA",328,27,0.08
"ORPI",2021,"DIDE",328,0,0
"ORPI",2021,"EQAS",328,0,0
"ORPI",2021,"LEAL",328,3,0.01
"ORPI",2021,"LECA",328,57,0.17
"ORPI",2021,"LYRU",328,12,0.04
"ORPI",2021,"MEMA",328,0,0
"ORPI",2021,"ODHE",328,18,0.05
"ORPI",2021,"ODVI",328,3,0.01
"ORPI",2021,"OVCA",328,2,0.01
"ORPI",2021,"PETA",328,6,0.02
"ORPI",2021,"PUCO",328,0,0
"ORPI",2021,"SPGR",328,1,0
"ORPI",2021,"SYAU",328,17,0.05
"ORPI",2021,"TATA",328,3,0.01
"ORPI",2021,"UNCA",328,6,0.02
"ORPI",2021,"UNFO",328,5,0.02
"ORPI",2021,"UNLE",328,40,0.12
"ORPI",2021,"UNOD",328,2,0.01
"ORPI",2021,"UNSK",328,0,0
"ORPI",2021,"URCI",328,20,0.06
"ORPI",2021,"VUMA",328,2,0.01
"ORPI",2022,"ANAMSO",305,9,0.03
"ORPI",2022,"BAAS",305,0,0
"ORPI",2022,"CALA",305,19,0.06
"ORPI",2022,"DIDE",305,0,0
"ORPI",2022,"EQAS",305,0,0
"ORPI",2022,"LEAL",305,4,0.01
"ORPI",2022,"LECA",305,46,0.15
"ORPI",2022,"LYRU",305,7,0.02
"ORPI",2022,"MEMA",305,0,0
"ORPI",2022,"ODHE",305,19,0.06
"ORPI",2022,"ODVI",305,2,0.01
"ORPI",2022,"OVCA",305,2,0.01
"ORPI",2022,"PETA",305,14,0.05
"ORPI",2022,"PUCO",305,1,0
"ORPI",2022,"SPGR",305,1,0
"ORPI",2022,"SYAU",305,8,0.03
"ORPI",2022,"TATA",305,2,0.01
"ORPI",2022,"UNCA",305,3,0.01
"ORPI",2022,"UNFO",305,6,0.02
"ORPI",2022,"UNLE",305,35,0.11
"ORPI",2022,"UNOD",305,2,0.01
"ORPI",2022,"UNSK",305,0,0
"ORPI",2022,"URCI",305,19,0.06
"ORPI",2022,"VUMA",305,15,0.05
"ORPI",2023,"ANAMSO",366,3,0.01
"ORPI",2023,"BAAS",366,0,0
"ORPI",2023,"CALA",366,51,0.14
"ORPI",2023,"DIDE",366,4,0.01
"ORPI",2023,"EQAS",366,0,0
"ORPI",2023,"LEAL",366,10,0.03
"ORPI",2023,"LECA",366,96,0.26
"ORPI",2023,"LYRU",366,15,0.04
"ORPI",2023,"MEMA",366,0,0
"ORPI",2023,"ODHE",366,31,0.08
"ORPI",2023,"ODVI",366,7,0.02
"ORPI",2023,"OVCA",366,2,0.01
"ORPI",2023,"PETA",366,9,0.02
"ORPI",2023,"PUCO",366,0,0
"ORPI",2023,"SPGR",366,1,0
"ORPI",2023,"SYAU",366,36,0.1
"ORPI",2023,"TATA",366,1,0
"ORPI",2023,"UNCA",366,3,0.01
"ORPI",2023,"UNFO",366,4,0.01
"ORPI",2023,"UNLE",366,82,0.22
"ORPI",2023,"UNOD",366,2,0.01
"ORPI",2023,"UNSK",366,0,0
"ORPI",2023,"URCI",366,38,0.1
"ORPI",2023,"VUMA",366,16,0.04
"ORPI",2024,"ANAMSO",301,1,0
"ORPI",2024,"BAAS",301,0,0
"ORPI",2024,"CALA",301,31,0.1
"ORPI",2024,"DIDE",301,0,0
"ORPI",2024,"EQAS",301,0,0
"ORPI",2024,"LEAL",301,1,0
"ORPI",2024,"LECA",301,67,0.22
"ORPI",2024,"LYRU",301,7,0.02
"ORPI",2024,"MEMA",301,0,0
"ORPI",2024,"ODHE",301,24,0.08
"ORPI",2024,"ODVI",301,1,0
"ORPI",2024,"OVCA",301,1,0
"ORPI",2024,"PETA",301,6,0.02
"ORPI",2024,"PUCO",301,0,0
"ORPI",2024,"SPGR",301,0,0
"ORPI",2024,"SYAU",301,40,0.13
"ORPI",2024,"TATA",301,3,0.01
"ORPI",2024,"UNCA",301,7,0.02
"ORPI",2024,"UNFO",301,13,0.04
"ORPI",2024,"UNLE",301,87,0.29
"ORPI",2024,"UNOD",301,7,0.02
"ORPI",2024,"UNSK",301,0,0
"ORPI",2024,"URCI",301,34,0.11
"ORPI",2024,"VUMA",301,18,0.06
"ORPI",2025,"ANAMSO",366,3,0.01
"ORPI",2025,"BAAS",366,1,0
"ORPI",2025,"CALA",366,24,0.07
"ORPI",2025,"DIDE",366,0,0
"ORPI",2025,"EQAS",366,1,0
"ORPI",2025,"LEAL",366,1,0
"ORPI",2025,"LECA",366,66,0.18
"ORPI",2025,"LYRU",366,11,0.03
"ORPI",2025,"MEMA",366,1,0
"ORPI",2025,"ODHE",366,21,0.06
"ORPI",2025,"ODVI",366,4,0.01
"ORPI",2025,"OVCA",366,1,0
"ORPI",2025,"PETA",366,5,0.01
"ORPI",2025,"PUCO",366,0,0
"ORPI",2025,"SPGR",366,0,0
"ORPI",2025,"SYAU",366,19,0.05
"ORPI",2025,"TATA",366,0,0
"ORPI",2025,"UNCA",366,5,0.01
"ORPI",2025,"UNFO",366,8,0.02
"ORPI",2025,"UNLE",366,43,0.12
"ORPI",2025,"UNOD",366,1,0
"ORPI",2025,"UNSK",366,0,0
"ORPI",2025,"URCI",366,25,0.07
"ORPI",2025,"VUMA",366,16,0.04
"ORPI",2026,"ANAMSO",305,1,0
"ORPI",2026,"BAAS",305,0,0
"ORPI",2026,"CALA",305,8,0.03
"ORPI",2026,"DIDE",305,0,0
"ORPI",2026,"EQAS",305,0,0
"ORPI",2026,"LEAL",305,0,0
"ORPI",2026,"LECA",305,19,0.06
"ORPI",2026,"LYRU",305,2,0.01
"ORPI",2026,"MEMA",305,0,0
"ORPI",2026,"ODHE",305,5,0.02
"ORPI",2026,"ODVI",305,4,0.01
"ORPI",2026,"OVCA",305,1,0
"ORPI",2026,"PETA",305,1,0
"ORPI",2026,"PUCO",305,0,0
"ORPI",2026,"SPGR",305,0,0
"ORPI",2026,"SYAU",305,5,0.02
"ORPI",2026,"TATA",305,1,0
"ORPI",2026,"UNCA",305,4,0.01
"ORPI",2026,"UNFO",305,8,0.03
"ORPI",2026,"UNLE",305,11,0.04
"ORPI",2026,"UNOD",305,1,0
"ORPI",2026,"UNSK",305,0,0
"ORPI",2026,"URCI",305,9,0.03
"ORPI",2026,"VUMA",305,8,0.03
